strongs	source	gloss
H7470	bdb	good pleasure; will
H7470	strongs_he	desire
H7471	bdb	pasture
H7471	strongs_he	pasture
H7472	bdb	רֵעִי n.pr.m. courtier of David 1 K 1:8
H7472	strongs_he	Rei, an Israelite
H7473	bdb	pasture, tend, graze
H7473	strongs_he	pastoral; as noun, a shepherd
H7474	bdb	companion
H7474	strongs_he	a female associate
H7475	bdb	רַעְיוֹן n.[m.] id. [t.dm.ac]
H7475	strongs_he	desire
H7476	bdb	thought
H7476	strongs_he	a grasp. i.e. (figuratively) mental conception
H7477	bdb	quiver; shake; reel
H7477	strongs_he	to reel, i.e. (figuratively) to brandish
H7478	bdb	reeling
H7478	strongs_he	a reeling (from intoxication)
H7479	bdb	veil
H7479	strongs_he	a long veil (as fluttering)
H7480	bdb	רְעֵלָיָה n.pr.m. companion of Zerub., Ezr 2:2, = רַעַמְיָה Ne 7:7
H7480	strongs_he	Reelajah, an Israelite
H7481	bdb	thunder; make the sound of thunder, thunder; thunder, cause to thunder
H7481	strongs_he	to tumble, i.e. be violently agitated; specifically, to crash (of thunder); figuratively, to irritate (with anger)
H7482	bdb	thunder
H7482	strongs_he	a peal of thunder
H7483	bdb	vibration; quivering
H7483	strongs_he	the mane of a horse (as quivering in the wind)
H7484	bdb	רַעְמָה, רַעְמָא n.pr.m. ‘son’ of Cush
H7484	strongs_he	Ramah, the name of a grandson of Ham, and of a place (perhaps founded by him)
H7485	bdb	רְעֵלָיָה n.pr.m. companion of Zerub., Ezr 2:2, = רַעַמְיָה Ne 7:7
H7485	strongs_he	Raamjah, an Israelite
H7486	bdb	Ramses
H7486	strongs_he	Rameses or Raamses, a place in Egypt
H7487	bdb	flourishing
H7487	strongs_he	green, i.e. (figuratively) prosperous
H7488	bdb	be; grow luxuriant; fresh; green; luxuriant; fresh
H7488	strongs_he	verdant; by analogy, new; figuratively, prosperous
H7489	bdb	be evil, bad; be displeasing, be sad, be injurious, evil, be evil, wicked; be displeasing; be sad; be injurious, evil; be evil, wicked; suffer hurt; do an injury, hurt, do evil, wickedly; do an injury, hurt; do evil, wickedly; break; can one break iron, iron out of the north, break, be broken; can one break iron, iron out of the north; break, be broken; the earth is broken asunder
H7489	strongs_he	properly, to spoil (literally, by breaking to pieces); figuratively, to make (or be) good for nothing, i.e. bad (physically, socially or morally)
H7490	bdb	crush, shatter
H7490	strongs_he	break, bruise.
H7491	bdb	trickle, drip; trickle
H7491	strongs_he	to drip
H7492	bdb	shatter
H7492	strongs_he	to break in pieces; figuratively, harass
H7493	bdb	quake, shake; quake, shake; is made to quake; cause to quake, cause, to spring, leap; cause to quake; cause, to spring, leap
H7493	strongs_he	to undulate (as the earth, the sky, etc.; also a field of grain), particularly through fear; specifically, to spring (as a locust)
H7494	bdb	quaking, shaking; earthquake; quaking, trembling; shaking, quivering
H7494	strongs_he	vibration, bounding, uproar
H7495	bdb	heal; heal; be healed; have healed, heal; in order to get healed
H7495	strongs_he	properly, to mend (by stitching), i.e. (figuratively) to cure
H7496	bdb	shades; ghosts
H7496	strongs_he	properly, lax, i.e. (figuratively) a ghost (as dead; in plural only)
H7497	bdb	רְפָאִים n.pr.gent. old race of giants; Hā-Rāphā
H7497	strongs_he	a giant
H7498	bdb	רָפָא n.pr.m. in Benj., 1 Ch 8:2
H7498	strongs_he	Rapha or Raphah, the name of two Israelites
H7499	bdb	remedy; medicine
H7499	strongs_he	a medicament
H7500	bdb	healing
H7500	strongs_he	a cure
H7501	bdb	רְפָאֵל n.pr.m. Levite, 1 Ch 26:7
H7501	strongs_he	Rephael, an Israelite
H7502	bdb	spread; he, spreadeth a threshing-sledge upon the mud; spread out, support me
H7502	strongs_he	to spread (a bed); by implication, to refresh
H7503	bdb	sink, relax; sink down, sink, drop, sink, relax, abate, relax, withdraw; sink down; sink, drop; sink, relax, abate; relax, withdraw; idle; let, drop; let drop, let go, refrain; let drop; let go; refrain; hast shewn thyself slack
H7503	strongs_he	to slacken (in many applications, literal or figurative)
H7504	bdb	slack
H7504	strongs_he	slack (in body or mind)
H7505	bdb	רָפוּא n.pr.m. in Benj., Nu 13:9, Ραφου[αυ].
H7505	strongs_he	Raphu, an Israelite
H7506	bdb	רֶ֫פַח n.pr.m. in Ephr., 1 Ch 7:25
H7506	strongs_he	Rephach, an Israelite
H7507	bdb	support
H7507	strongs_he	a railing (as spread along)
H7508	bdb	רְפִידִים n.pr.loc. station of Isr. at Exodus (in P)
H7508	strongs_he	Rephidim, a place in the Desert
H7509	bdb	רְפָיָה n.pr.m. in David’s family in Simeon in Issachar descendant of Saul post-ex. name
H7509	strongs_he	Rephajah, the name of five Israelites
H7510	bdb	sinking
H7510	strongs_he	slackness
H7511	bdb	stamp, tread, foul by stamping, treading; a fountain befouled; stamp oneself down, humble thyself
H7511	strongs_he	to trample, i.e. prostrate
H7512	bdb	tread; trample
H7512	strongs_he	stamp.
H7513	bdb	raft
H7513	strongs_he	a raft (as flat on the water)
H7514	bdb	support oneself; lean
H7514	strongs_he	to recline
H7515	bdb	stamp, tread, foul by stamping, treading; a fountain befouled; stamp oneself down, humble thyself
H7515	strongs_he	to trample, i.e. roil water
H7516	bdb	mire
H7516	strongs_he	mud (as roiled)
H7517	bdb	stable; stall
H7517	strongs_he	a stall for cattle (from their resting there)
H7518	bdb	piece; bar
H7518	strongs_he	a fragment
H7519	bdb	run
H7519	strongs_he	to run; also to delight in
H7520	bdb	watch
H7520	strongs_he	probably to look askant, i.e. (figuratively) be jealous
H7521	bdb	be pleased with, accept favourably; be pleased with, favourable to, accept, be pleased, make acceptable, satisfy; be pleased with, favourable to; accept; be pleased; make acceptable, satisfy; be accepted, her punishment is accepted; be accepted; her punishment is accepted; seek the favour of the poor; the land shall pay off her sabbaths; shall he make himself acceptable unto
H7521	strongs_he	to be pleased with; specifically, to satisfy a debt
H7522	bdb	goodwill, favour, acceptance, will; goodwill, favour; acceptance; will, desire, pleasure
H7522	strongs_he	delight (especially as shown)
H7523	bdb	murder, slay; murder, slay; I shall be slain; murder, assassinate; ye murder
H7523	strongs_he	properly, to dash in pieces, i.e. kill (a human being), especially to murder
H7524	bdb	shattering
H7524	strongs_he	a crushing; specifically, a murder-cry
H7525	bdb	רִצְיָא n.pr.m. in Asher 1 Ch 7:39
H7525	strongs_he	Ritsjah, an Israelite
H7526	bdb	רְצִין n.pr.m. king of Aram, Ahaz's time Ρα(α)σων
H7526	strongs_he	Retsin, the name of a Syrian and of an Israelite
H7527	bdb	bore; pierce
H7527	strongs_he	to pierce
H7528	bdb	fit together; fit out
H7528	strongs_he	to tessellate, i.e. embroider (as if with bright stones)
H7529	bdb	glowing stone; coal
H7529	strongs_he	a red-hot stone (for baking)
H7530	bdb	רֶ֫צֶף n.pr.loc. conquered by Assyr.
H7530	strongs_he	Retseph, a place in Assyria
H7531	bdb	glowing stone; coal; pavement
H7531	strongs_he	a hot stone; also a tessellated pavement
H7532	bdb	רִצְפָּה n.pr.f. concubine of Saul
H7532	strongs_he	Ritspah, an Israelitess
H7533	bdb	crush; crush; be crushed, broken; crush in pieces; she crushed his skull; the children crushed, one another within her
H7533	strongs_he	to crack in pieces, literally or figuratively
H7534	bdb	thin; only, altogether, surely
H7534	strongs_he	emaciated (as if flattened out)
H7535	bdb	thin; only, altogether, surely
H7535	strongs_he	properly, leanness, i.e. (figuratively) limitation; only adverbial, merely, or conjunctional, although
H7536	bdb	spittle
H7536	strongs_he	spittle
H7537	bdb	rot
H7537	strongs_he	to decay (as by worm-eating)
H7538	bdb	rottenness; decay
H7538	strongs_he	decay (by caries)
H7539	bdb	רִקָּבוֹן n.[m.] id. [t.ek.ab];—Jb 41:19
H7539	strongs_he	decay (by caries)
H7540	bdb	skip about; skip about; dance, leap; he, made them skip
H7540	strongs_he	properly, to stamp, i.e. to spring about (wildly or for joy)
H7541	bdb	the temple
H7541	strongs_he	properly, thinness, i.e. the side of the head
H7542	bdb	רַקּוֹן n.pr.loc. in Dan, Jos 19:46
H7542	strongs_he	Rakkon, a place in Palestine
H7543	bdb	mix, compound; mix, compound, compounders of the ointment, mixer, perfumer; mixed as ointment; spice the spicing
H7543	strongs_he	to perfume
H7544	bdb	spice
H7544	strongs_he	properly, perfumery, i.e. (by implication) spicery (for flavor)
H7545	bdb	spice-mixture; prefume
H7545	strongs_he	an aromatic
H7546	bdb	ointment-maker; perfumer
H7546	strongs_he	a male perfumer
H7547	bdb	perfumery
H7547	strongs_he	a scented substance
H7548	bdb	ointment-maker; perfumer
H7548	strongs_he	a female perfumer
H7549	bdb	extended surface, expanse; expanse
H7549	strongs_he	properly, an expanse, i.e. the firmament or (apparently) visible arch of the sky
H7550	bdb	a thin cake; wafer; a thin round cake of bread
H7550	strongs_he	a thin cake
H7551	bdb	variegate; variegator; I was skillfully wrought
H7551	strongs_he	to variegate color, i.e. embroider; by implication, to fabricate
H7552	bdb	רֶ֫קֶם n.pr. m. a king of Midian a ‘son’ of Hebron name in Gilead loc. in Benj.
H7552	strongs_he	Rekem, the name of a place in Palestine, also of a Midianite and an Israelite
H7553	bdb	variegated stuff
H7553	strongs_he	variegation of color; specifically, embroidery
H7554	bdb	beat, stamp, beat out, spread out; I will stamp them down; with gold overlayeth it; silver beaten out; canst thou make with, him a spreading for clouds
H7554	strongs_he	to pound the earth (as a sign of passion); by analogy to expand (by hammering); by implication, to overlay (with thin sheets of metal)
H7555	bdb	expansion
H7555	strongs_he	beaten out, i.e. a (metallic) plate
H7556	bdb	spit
H7556	strongs_he	to spit
H7557	bdb	רַקַּת n.pr.loc. in Naphtali, Jos 19:35
H7557	strongs_he	Rakkath, a place in Palestine
H7558	bdb	permission
H7558	strongs_he	a permit
H7559	bdb	inscribe; note
H7559	strongs_he	to record
H7560	bdb	inscribe, sign; inscribe, sign; be inscribed, written, be signed; be inscribed, written; be signed
H7560	strongs_he	sign, write.
H7561	bdb	be wicked, act wickedly; be wicked, act wickedly, be guilty; be wicked, act wickedly; be guilty; condemn as guilty, condemn as guilty, act wickedly; condemn as guilty; condemn as guilty; act wickedly
H7561	strongs_he	to be (causatively, do or declare) wrong; by implication, to disturb, violate
H7562	bdb	wickedness
H7562	strongs_he	a wrong (especially moral)
H7563	bdb	wicked; criminal
H7563	strongs_he	morally wrong; concretely, an (actively) bad person
H7564	bdb	wickedness
H7564	strongs_he	wrong (especially moral)
H7565	bdb	flame; fire-bolt
H7565	strongs_he	a live coal; by analogy lightning; figuratively, an arrow, (as flashing through the air); specifically, fever
H7566	bdb	רֶ֫שֶׁף n.pr.m. in Ephr., 1 Ch 7:25
H7566	strongs_he	Resheph, an Israelite
H7567	bdb	beat down, shatter; we are beaten down
H7567	strongs_he	to demolish
H7568	bdb	net; net; network
H7568	strongs_he	a net (as catching animals)
H7569	bdb	chain
H7569	strongs_he	a chain
H7570	bdb	boil; cause to boil; have been made to boil; maketh the depth boil like the pot
H7570	strongs_he	to boil
H7571	bdb	boiling
H7571	strongs_he	a boiling
H7572	bdb	chain
H7572	strongs_he	a chain
H7573	bdb	bind; attach
H7573	strongs_he	to yoke up (to the pole of a vehicle)
H7574	bdb	broom-plant; retem
H7574	strongs_he	the Spanish broom (from its pole-like stems)
H7575	bdb	רִתְמָה n.pr.loc. station in wilderness
H7575	strongs_he	Rithmah, a place in the Desert
H7576	bdb	bind; were bound with fetters; be snapped, broken
H7576	strongs_he	to fasten
H7577	bdb	chain
H7577	strongs_he	something fastened, i.e. a chain
H7578	bdb	trembling
H7578	strongs_he	terror
H7579	bdb	draw
H7579	strongs_he	to bale up water
H7580	bdb	roar
H7580	strongs_he	to rumble or moan
H7581	bdb	roaring
H7581	strongs_he	a rumbling or moan
H7582	bdb	make a din, crash, crash into ruins; have crashed into ruins; be ruined; to cause, to crash
H7582	strongs_he	to rush; by implication, to desolate
H7583	bdb	gaze
H7583	strongs_he	to stun, i.e. (intransitively) be astonished
H7584	bdb	שַׁאֲוָה Kt, שׁוֹאָה Qr, n.f. devastating storm;—sim. Pr 1:27
H7584	strongs_he	a tempest (as rushing)
H7585	bdb	Shᵉ’ōl; underworld; place of inquiry
H7585	strongs_he	hades or the world of the dead (as if a subterranean retreat), including its accessories and inmates
H7586	bdb	asked
H7586	strongs_he	Shaul, the name of an Edomite and two Israelites
H7587	bdb	שָׁאוּלִי adj.gent. c. art. = n.pr.coll. Nu 26:13 (P).
H7587	strongs_he	a Shaülite or descendant of Shaul
H7588	bdb	roar; din; crash; uproar
H7588	strongs_he	uproar (as of rushing); by implication, destruction
H7589	bdb	despite; contempt
H7589	strongs_he	contempt
H7590	bdb	treat with despite
H7590	strongs_he	one contemning
H7591	bdb	ruin
H7591	strongs_he	desolation
H7592	bdb	ask, inquire; ask, ask for, ask, borrow, seek, desire, inquire of, inquire of, consult, seek, desire; ask, ask for, ask, borrow, seek, desire; ask, ask for; ask, borrow; seek, desire; inquire of, inquire of, consult, seek, desire; inquire of; inquire of, consult; seek, desire; ask for oneself; inquire carefully, beg, practise beggary; inquire carefully; beg, practise beggary; let, ask, give, lend, on request, grant, make over to
H7592	strongs_he	to inquire; by implication, to request; by extension, to demand
H7593	bdb	ask; ask for, request; inquire about, for
H7593	strongs_he	ask, demand, require.
H7594	bdb	שְׁאָל n.pr.m. with foreign wife, Ezr 10:29
H7594	strongs_he	Sheal, an Israelite
H7595	bdb	affair
H7595	strongs_he	properly, a question (at law), i.e. judicial decision or mandate
H7596	bdb	request; thing asked for
H7596	strongs_he	a petition; by implication, a loan
H7597	bdb	I have asked; of God; שַׁלְתִּיאֵל n.pr.m. father of Zerub.
H7597	strongs_he	Shealtiel, an Israelite
H7598	bdb	I have asked; of God
H7598	strongs_he	Shealtiel.
H7599	bdb	be at ease; at peace; rest securely
H7599	strongs_he	to loll, i.e. be peaceful
H7600	bdb	at ease, secure; at ease, secure; one at ease; at ease, careless, wanton, arrogant; arrogance
H7600	strongs_he	secure; in a bad sense, haughty
H7601	bdb	have plundered him; be plundered
H7601	strongs_he	to plunder
H7602	bdb	crush; trample on; gasp; pant; pant after; long for
H7602	strongs_he	to inhale eagerly; figuratively, to cover; by implication, to be angry; also to hasten
H7603	bdb	leaven
H7603	strongs_he	barm or yeast-cake (as swelling by fermentation)
H7604	bdb	remain, be left over; remains; be left over, be left behind; be left over; be left behind; leave over, spare, leave, keep over, shall have, left, leave; leave over, spare; leave, keep over; shall have, left; leave
H7604	strongs_he	properly, to swell up, i.e. be (causatively, make) redundant
H7605	bdb	rest; residue; remnant
H7605	strongs_he	a remainder
H7606	bdb	rest; remainder
H7606	strongs_he	× whatsoever more, residue, rest.
H7607	bdb	flesh; flesh, ; ; flesh-, relation; self
H7607	strongs_he	flesh (as swelling out), as living or for food; generally food of any kind; figuratively, kindred by blood
H7608	bdb	flesh; flesh, ; ; flesh-, relation; self
H7608	strongs_he	female kindred by blood
H7609	bdb	שֶׁאֱרָה n.pr.f. ‘daughter’ of Ephraim;—1 Ch 7:24
H7609	strongs_he	Sheerah, an Israelitess
H7610	bdb	a remnant shall return
H7610	strongs_he	Shear-Jashub, the symbolic name of one of Isaiah's sons
H7611	bdb	rest; residue; remnant; remainder
H7611	strongs_he	a remainder or residual (surviving, final) portion
H7612	bdb	din; devastation
H7612	strongs_he	devastation
H7613	bdb	exaltation; dignity; swelling; uprising
H7613	strongs_he	an elevation or leprous scab; figuratively, elation or cheerfulness; exaltation in rank or character
H7614	bdb	Shᵉbâ
H7614	strongs_he	Sheba, the name of three early progenitors of tribes and of an Ethiopian district
H7615	bdb	[שְׁבָאִי] adj.gent. only pl. as subst., Jo 4:8
H7615	strongs_he	a Shebaite or descendant of Sheba
